Site Name,Easement Holder Name,State,Access,Easement Purpose,Easement Holder Type,Year Established
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1992
Sensitive Ground Water - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1991
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2001
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1992
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1991
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Reinvest in Minnesota Reserve Partnership Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1997
Permanent Wetland Preserve,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1993
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1989
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2003
Conservation Reserve Enhancement Program I Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2001
Permanent Wetland Preserve,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1996
Permanent Wetland Preserve,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1994
Other - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1991
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2000
Reinvest in Minnesota Reserve Partnership Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1998
Reinvest in Minnesota Reserve Partnership Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1992
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2001
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2000
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1998
Sensitive Ground Water - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1991
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program I Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2003
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2000
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1998
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1992
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Conservation Reserve Enhancement Program I Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2001
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2000
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2001
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2005
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2001
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1988
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2004
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1988
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2003
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1997
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2003
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Permanent Wetland Preserve,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1993
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1988
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2003
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2006
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2003
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2003
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2001
Permanent Wetland Preserve,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1994
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1991
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2009
Conservation Reserve Enhancement Program II Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2006
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1997
Permanent Wetland Preserve,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1994
Permanent Wetland Preserve,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1994
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1993
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1990
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1988
Reinvest in Minnesota Reserve Partnership Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2011
Reinvest in Minnesota Reserve Partnership Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2009
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Conservation Reserve Enhancement Program I Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Permanent Wetland Preserve,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1994
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2009
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2009
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Reinvest in Minnesota Reserve Partnership Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1992
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Reinvest in Minnesota Reserve Partnership Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2001
Reinvest in Minnesota Reserve Partnership Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1993
Reinvest in Minnesota Reserve Partnership Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1990
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1988
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2000
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2000
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1999
Permanent Wetland Preserve,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1995
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2009
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2001
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1999
Reinvest in Minnesota Reserve Partnership Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1999
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1998
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1996
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Reinvest in Minnesota Reserve Partnership Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2003
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2001
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2000
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1999
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1998
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1996
Permanent Wetland Preserve,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1995
Permanent Wetland Preserve,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1994
Marginal Cropland - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1992
Reinvest in Minnesota Reserve Partnership Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1990
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1990
Reinvest in Minnesota Wetlands Reserve Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2011
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2007
Conservation Reserve Enhancement Program,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2006
Reinvest in Minnesota Reserve Partnership Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2002
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1988
Marginal Cropland - Limited,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1987
Other - Perpetual,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,1989
Army Compatible Use Buffer Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2010
Army Compatible Use Buffer Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2008
Army Compatible Use Buffer Easement,Minnesota Board of Water and Soil Resources,MN,XA,ENV,STAT,2010
