"Site Name","Site Number","Address","Town","Description","Summary","Closed","Latitude","Longitude"
"PARIS LANDFILL",29513," HATHAWAY RD","PARIS","7.5 ACRE LANDFILL CLOSED IN 1997 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.  THE LANDFILL CLOSURE USED AN ALTERNATIVE PROCEDURE AS IT WAS NOT AUTOMATICALLY ELIGIBLE FOR A REDUCED PROCEDURE CLOSURE.  THIS INCLUDED AN ENVIRONMENTAL ASSESSMENT AND POSSIBLE IMPROVED COVER SYSTEM AND/OR WATER QUALITY MONITORING.  SPECIFIC DETAILS OF CLOSURE ARE AVAIABLE THROUGH THE MEDEP FILE ROOM.","CLOSED IN 1997 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 7.5 ACRE LANDFILL.  THE LANDFILL CLOSURE USED AN ALTERNATIVE PROCEDURE AS IT WAS NOT AUTOMATICALLY ELIGIBLE FOR A REDUCED PROCEDURE CLOSURE.  THIS INCLUDED AN ENVIRONMENTAL ASSESSMENT AND POSSIBLE IMPROVED COVER SYSTEM AND/OR WATER QUALITY MONITORING.  SPECIFIC DETAILS OF CLOSURE ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.  DUMP IS LOCATED ON LITTLE ANDROSCOGGIN VALLEY AQUIFER, NEXT TO THE RIVER, AND NEXT TO THE MUNICIPAL WELLFIELD.  MONITORING IS ONGOING.","POST-1976",44.24554,-70.52262
"NORWAY LANDFILL",27229,"BROWN ST","NORWAY","LANDFILL CLOSED IN 1984 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.   THE LANDFILL CLOSURE USED THE REGULATION CLOSURE PROCEDURE.  THIS GENERALLY CONSISTED OF AN ENVIRONMENTAL ASSESSMENT, A CLAY OR COMPOSITE COVER SYSTEM, AND WATER QUALITY MONITORING.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH MEDEP FILE ROOM.","CLOSED IN 1984 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.   THE LANDFILL CLOSURE USED THE REGULATION CLOSURE PROCEDURE.  THIS GENERALLY CONSISTED OF AN ENVIRONMENTAL ASSESSMENT, A CLAY OR COMPOSITE COVER SYSTEM, AND WATER QUALITY MONITORING.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH MEDEP FILE ROOM.NOTES: SITE IS LOCATED ON LITTLE ANDROSCOGGIN VALLEY AQUIFER, NEXT TO THE RIVER, AND NEXT TO THE WASTEWATER TREATMENT PLANT.","POST-1976",44.20703,-70.52101
"WELLS LANDFILL",27158,"WILLIE HILL RD","WELLS","20 ACRE LANDFILL CLOSED IN 1996 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.  THE LANDFILL CLOSURE USED AN ALTERNATIVE PROCEDURE AS IT WAS NOT AUTOMATICALLY ELIGIBLE FOR A REDUCED PROCEDURE CLOSURE.  THIS INCLUDED AN ENVIRONMENTAL ASSESSMENT AND POSSIBLE IMPROVED COVER SYSTEM AND/OR WATER QUALITY MONITORING.  SPECIFIC DETAILS OF CLOSURE ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.","CLOSED IN 1996 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 20 ACRE LANDFILL.  THE LANDFILL CLOSURE USED AN ALTERNATIVE PROCEDURE AS IT WAS NOT AUTOMATICALLY ELIGIBLE FOR A REDUCED PROCEDURE CLOSURE.  THIS INCLUDED AN ENVIRONMENTAL ASSESSMENT AND POSSIBLE IMPROVED COVER SYSTEM AND/OR WATER QUALITY MONITORING.  SPECIFIC DETAILS OF CLOSURE ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.   HISTORICAL NOTES: SEE FILES FOR ADDITIONAL INFO. WELLS LANDFILL WAS OPENED IN 1971. 2 OF THE G.W. MONITORING WELLS ARE CONSIDERABLY CONTAMINATED AND INFRARED REMOTESENSING INDICATES LEACHATE MIGRATION UP TO 1300 FEET SOUTHOF THE WELLS LANDFILL. THE FILL IS LOCATED ON A SERIES OF GRAVEL PITS.","POST-1976",43.31252,-70.62385
"WESTBROOK LANDFILL",28191,"ELEANOR AVE","WESTBROOK","23 ACRE LANDFILL CLOSED IN 1999 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.   THE LANDFILL CLOSURE USED THE REGULATION CLOSURE PROCEDURE.  THIS GENERALLY CONSISTED OF AN ENVIRONMENTAL ASSESSMENT, A CLAY OR COMPOSITE COVER SYSTEM, AND WATER QUALITY MONITORING.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH MEDEP FILE ROOM.","CLOSED IN 1999 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 23 ACRE LANDFILL.   THE LANDFILL CLOSURE USED THE REGULATION CLOSURE PROCEDURE.  THIS GENERALLY CONSISTED OF AN ENVIRONMENTAL ASSESSMENT, A CLAY OR COMPOSITE COVER SYSTEM, AND WATER QUALITY MONITORING.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH MEDEP FILE ROOM. HISTORY:  PORTLAND WATER DISTRICT APPLIED FOR PERMIT TO DISPOSE OF GRIT, SCREENINGS, AND SLUDGE FROM THE WESTBROOK TREATMENT PLANT AT THE WESTBROOK MUNICIPAL LANDFILL (SANDY HILL)ON SACO ST IN 1978. SEE ALSO #5531, SANDY HILL, SACO ST LANDFILL, WESTBROOK.","POST-1976",43.65267,-70.38199
"CARRABASSET VALLEY DUMP",29344,"CARRIAGE RD","CARRABASSETT VALLEY","THE DUMP WAS LAST ACTIVE IN THE EARLY 1970'S. IT WAS LOCATED RIGHT ON THE CARRIAGE ROAD. DEBRIS CAN STILL BE FOUND TO THE EAST SIDE OF THE NORTH SOUTH ORIENTED SECTION OF ROAD AT ABOUT ELEVATION 1080 FEET AND ABOUT 1.25  MILES UP FROM CARRABASSETT DRIVE. THIS IS BASED ON INFORMATION FROM THE TOWN CEO BILL GILMORE (MAY 9, 2012)","CLOSED EARLY 1970'S. THE DUMP WAS LAST ACTIVE IN THE EARLY 1970'S. IT WAS LOCATED RIGHT ON THE CARRIAGE ROAD. DEBRIS CAN STILL BE FOUND TO THE EAST SIDE OF THE NORTH SOUTH ORIENTED SECTION OF ROAD AT ABOUT ELEVATION 1080 FEET AND ABOUT 1.25  MILES UP FROM CARRABASSETT DRIVE. THIS IS BASED ON INFORMATION FROM THE TOWN CEO BILL GILMORE (MAY 9, 2012)","PRE-1976",45.09103,-70.20382
"MACHIASPORT LANDFILL",29703,"PORT RD","MACHIASPORT","2 ACRE LANDFILL CLOSED IN 1998 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.  THE LANDFILL CLOSURE USED AN ALTERNATIVE PROCEDURE AS IT WAS NOT AUTOMATICALLY ELIGIBLE FOR A REDUCED PROCEDURE CLOSURE.  THIS INCLUDED AN ENVIRONMENTAL ASSESSMENT AND POSSIBLE IMPROVED COVER SYSTEM AND/OR WATER QUALITY MONITORING.  SPECIFIC DETAILS OF CLOSURE ARE AVAIABLE THROUGH THE MEDEP FILE ROOM.","CLOSED IN 1998 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 2 ACRE LANDFILL.  THE LANDFILL CLOSURE USED AN ALTERNATIVE PROCEDURE AS IT WAS NOT AUTOMATICALLY ELIGIBLE FOR A REDUCED PROCEDURE CLOSURE.  THIS INCLUDED AN ENVIRONMENTAL ASSESSMENT AND POSSIBLE IMPROVED COVER SYSTEM AND/OR WATER QUALITY MONITORING.  SPECIFIC DETAILS OF CLOSURE ARE AVAIABLE THROUGH THE MEDEP FILE ROOM.","POST-1976",44.68111,-67.40997
"LONG ISLAND LANDFILL",29104,"FOWLER RD","LONG ISLAND","1 ACRE LANDFILL CLOSED IN 1996 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.  THE LANDFILL CLOSURE USED AN ALTERNATIVE PROCEDURE AS IT WAS NOT AUTOMATICALLY ELIGIBLE FOR A REDUCED PROCEDURE CLOSURE.  THIS INCLUDED AN ENVIRONMENTAL ASSESSMENT AND POSSIBLE IMPROVED COVER SYSTEM AND/OR WATER QUALITY MONITORING.  SPECIFIC DETAILS OF CLOSURE ARE AVAIABLE THROUGH THE MEDEP FILE ROOM.","CLOSED IN 1996 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 1 ACRE LANDFILL.  THE LANDFILL CLOSURE USED AN ALTERNATIVE PROCEDURE AS IT WAS NOT AUTOMATICALLY ELIGIBLE FOR A REDUCED PROCEDURE CLOSURE.  THIS INCLUDED AN ENVIRONMENTAL ASSESSMENT AND POSSIBLE IMPROVED COVER SYSTEM AND/OR WATER QUALITY MONITORING.  SPECIFIC DETAILS OF CLOSURE ARE AVAIABLE THROUGH THE MEDEP FILE ROOM.COMMENTS: DOCUMENTED SURFACE WATER CONTAMINIATION, 1987, IRON, MANGANESE. CLOSURE PLANS SUBMITTED 12/87, BUT CLOSURE RESPONSIBILITY IS AN ISSUE. LETTER FROM LONG ISLAND SOLID WASTE MANAGEMENT COMMITTEE ON 7/1/92 DETAILS DELAYS IN THE PROCESS DUE TO NEGLECT BY CITY OF PORTLAND OFFICIALS.","POST-1976",43.68378,-70.16501
"LIVERMORE LANDFILL",28559,"RTE 4","LIVERMORE","2.5 ACRE LANDFILL CLOSED IN 1996 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.  THE LANDFILL CLOSURE USED AN ALTERNATIVE PROCEDURE AS IT WAS NOT AUTOMATICALLY ELIGIBLE FOR A REDUCED PROCEDURE CLOSURE.  THIS INCLUDED AN ENVIRONMENTAL ASSESSMENT AND POSSIBLE IMPROVED COVER SYSTEM AND/OR WATER QUALITY MONITORING.  SPECIFIC DETAILS OF CLOSURE ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.","CLOSED IN 1996 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 2.5 ACRE LANDFILL.  THE LANDFILL CLOSURE USED AN ALTERNATIVE PROCEDURE AS IT WAS NOT AUTOMATICALLY ELIGIBLE FOR A REDUCED PROCEDURE CLOSURE.  THIS INCLUDED AN ENVIRONMENTAL ASSESSMENT AND POSSIBLE IMPROVED COVER SYSTEM AND/OR WATER QUALITY MONITORING.  SPECIFIC DETAILS OF CLOSURE ARE AVAILABLE THROUGH THE MEDEP FILE ROOM. HISTORY: LANDFILL OPENED IN 1961 AND WAS CLOSED 1996. NO GROUNDWATER MONITORING IS ON FILE.  IT IS A SMALLERLANDFILL THAT SERVES ONLY 1800 PEOPLE.  CONTAMINATION IS A POTENTIAL POSSIBILITY.","POST-1976",44.373,-70.25451
"MARIAVILLE LANDFILLTRANSFER",37949,"MARIAVILLE ROAD  RT 181","MARIAVILLE","1.5 ACRE LANDFILL CLOSED IN 1994 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.  THE LANDFILL CLOSURE USED A REDUCED PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.","CLOSED IN 1994 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 1.5 ACRE LANDFILL.  THE LANDFILL CLOSURE USED A REDUCED PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.","POST-1976",44.75957,-68.39031
"CAMBRIDGE LANDFILL",29451,"RTE 150","CAMBRIDGE","2 ACRE LANDFILL CLOSED IN 1994 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.  THE LANDFILL CLOSURE USED A REDUCED PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.","CLOSED IN 1994 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 2 ACRE LANDFILL.  THE LANDFILL CLOSURE USED A REDUCED PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.HISTORY: ACTIVE SITE WITH NO PLANS TO CEASE CURRENT OPERATIONS.  SITE MEETS REDUCED PROCEDURE CLOSURE CRITERIA.","POST-1976",45.03488,-69.46914
"CARMEL DUMP",29619,"DAMASCUS RD","CARMEL","DUMP STOPPED OPERATING 30-40 YEARS AGO ACCORDING TO THE CODE ENFORCEMENT OPERATOR. THE LOCATION WAS ON THE NORTH SIDE OF DAMASCUS ROAD JUST WEST OF GRIST MILL RD AND JUST BEYOND AND BESIDE A TRAILER HOME. THE CEO SAID HE WAS NOT AWARE OF ANY COMPLAINTS (FROM PHONE CALL OFAPRIL 27, 2012)","CLOSED BETWEEN 1972-1982. DUMP STOPPED OPERATING 30-40 YEARS AGO ACCORDING TO THE CODE ENFORCEMENT OPERATOR. THE LOCATION WAS ON THE NORTH SIDE OF DAMASCUS ROAD JUST WEST OF GRIST MILL RD AND JUST BEYOND AND BESIDE A TRAILER HOME. THE CEO SAID HE WAS NOT AWARE OF ANY COMPLAINTS (FROM PHONE CALL OFAPRIL 27, 2012)","PRE-1976",44.80778,-69.06652
"PLANTATION 14 LANDFILL",29744,"RTE 191 CATHANCE RD","CATHANCE TWP","0.5 ACRE LANDFILL CLOSED IN 1986  THE LANDFILL WAS CLOSED PRIOR TO THE ESTABLISHMENT OF THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM IN 1988.  THEREFORE THE CLOSURE PROCEDURE IS UNKNOWN. TREES COVER AREA NOW.","CLOSED IN 1986  0.5 ACRE LANDFILL.  THE LANDFILL WAS CLOSED PRIOR TO THE ESTABLISHMENT OF THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM IN 1988.  THEREFORE THE CLOSURE PROCEDURE IS UNKNOWN. TREES COVER AREA NOW.","POST-1976",44.92824,-67.42382
"ABBOT LANDFILL",29561,"RTE 6 AND 15","ABBOT","2 ACRE LANDFILL CLOSED IN 1995 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.  THE LANDFILL CLOSURE USED THE INTERIM COVER AND GRADING (ICAG) PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.","CLOSED - 1995 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.2 ACRE LANDFILL   THE LANDFILL CLOSURE USED THE INTERIM COVER AND GRADING (ICAG) PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.","POST-1976",45.1901,-69.44918
"DEER ISLE LANDFILL",29757,"QUACO RD","DEER ISLE","5 ACRE LANDFILL CLOSED IN 1994 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.  THE LANDFILL CLOSURE USED A REDUCED PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.","CLOSED IN 1994 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 5 ACRE LANDFILL.  THE LANDFILL CLOSURE USED A REDUCED PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.","POST-1976",44.2373,-68.6591
"DENMARK LANDFILL",27113,"SEBAGO RD","DENMARK","2.5 ACRE LANDFILL CLOSED IN 1995 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.  THE LANDFILL CLOSURE USED THE INTERIM COVER AND GRADING (ICAG) PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.","CLOSED IN 1995 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 2.5 ACRE LANDFILL.  THE LANDFILL CLOSURE USED THE INTERIM COVER AND GRADING (ICAG) PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.","POST-1976",43.98839,-70.77435
"NEWBURGH LANDFILL",37954,"CHAPMAN RD","NEWBURGH","2 ACRE LANDFILL CLOSED IN 1977  THE LANDFILL WAS CLOSED PRIOR TO THE ESTABLISHMENT OF THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM IN 1988.  THEREFORE THE CLOSURE PROCEDURE IS UNKNOWN. THE TOWN SOLD THE LAND  ( CIRCA 1996) TO A CITIZEN WHO PUT A FARM ON IT WITH THE MAIN BODY OF THE BURIED LANDFILL NOW USED FOR MANURE STORAGE. THE WELL IS APPROX. 300 FT . UPGRADIENT.","CLOSED IN 1977.  2 ACRE LANDFILL.   THE LANDFILL WAS CLOSED PRIOR TO THE ESTABLISHMENT OF THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM IN 1988.  THEREFORE THE CLOSURE PROCEDURE IS UNKNOWN. THE TOWN SOLD THE LAND  ( CIRCA 1996) TO A CITIZEN WHO PUT A FARM ON IT WITH THE MAIN BODY OF THE BURIED LANDFILL NOW USED FOR MANURE STORAGE. THE WELL IS APPROX. 300 FT . UPGRADIENT.","POST-1976",44.72087,-68.98251
"NEW VINEYARD LANDFILL",29353,"RTE 27 NEW VINEYARD RD","NEW VINEYARD","2.5 ACRE LANDFILL CLOSED IN 1997 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.  THE LANDFILL CLOSURE USED A REDUCED PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.","CLOSED IN 1997 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 2.5 ACRE LANDFILL.  THE LANDFILL CLOSURE USED A REDUCED PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.  FIRST LICENSES SEPT 13, 1978  EXPIRED JUNE 30, 1990  TOWN VOTES TO KEEP LANDFILL OPEN DEFYING DEP DEADLINE","POST-1976",44.84337,-70.11458
"NORTHFIELD LANDFILL",29741,"EAST RIDGE RD","NORTHFIELD","0.5 ACRE LANDFILL HAS NOT BEEN FORMALLY CLOSED AS OF 2011.  DUMP IS LOCATED IN THE BOTTOM OF A KETTLE HOLE, IN THE MIDDLE OF A PITTED OUTWASH PLAIN.","HAS NOT BEEN FORMALLY CLOSED AS OF 2011.  0.5 ACRE LANDFILL.   DUMP IS LOCATED IN THE BOTTOM OF A KETTLE HOLE, IN THE MIDDLE OF A PITTED OUTWASH PLAIN.","POST-1976",44.83648,-67.55267
"NOBLEBORO LANDFILL",29399,"LOWER CROSS RD","NOBLEBORO","2 ACRE LANDFILL CLOSED IN 1986 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.   THE LANDFILL CLOSURE USED THE REGULATION CLOSURE PROCEDURE.  THIS GENERALLY CONSISTED OF AN ENVIRONMENTAL ASSESSMENT, A CLAY OR COMPOSITE COVER SYSTEM, AND WATER QUALITY MONITORING.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH MEDEP FILE ROOM.","CLOSED IN 1986 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 2 ACRE LANDFILL.   THE LANDFILL CLOSURE USED THE REGULATION CLOSURE PROCEDURE.  THIS GENERALLY CONSISTED OF AN ENVIRONMENTAL ASSESSMENT, A CLAY OR COMPOSITE COVER SYSTEM, AND WATER QUALITY MONITORING.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH MEDEP FILE ROOM.SITE FOUND IN VIOLATION FO 38 MRSA-SECTION 599  OPEN BURNING ON THE FACILITY","POST-1976",44.07781,-69.50178
"NORRIDGEWOCK LANDFILL",29035,"WINDING HILL RD","NORRIDGEWOCK","5 ACRE LANDFILL CLOSED IN 1999 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.  THE LANDFILL CLOSURE USED A REDUCED PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM.","CLOSED IN 1999 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 5 ACRE LANDFILL.  THE LANDFILL CLOSURE USED A REDUCED PROCEDURE.  THIS GENERALLY CONSISTED OF REGRADING WASTE AND CAPPING WITH 6 INCHES TOPSOIL OVER 18 INCHES 10E-6 CM/S GLACIAL TILL OVER 6 INCHES OF BURROW.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH THE MEDEP FILE ROOM. HISTORY: OLD OPEN-BURNING DUMP LOCATED ON SAND AND GRAVEL AQUIFER, A FEW HUNDRED FEET FROM THE MUNICIPAL WELL.","POST-1976",44.72108,-69.81484
"PARIS UTILITIES DISTRICT LANDFILL",27235,"OXFORD ST","PARIS","22 ACRE LANDFILL CLOSED IN 1996 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.   THE LANDFILL CLOSURE USED THE REGULATION CLOSURE PROCEDURE.  THIS GENERALLY CONSISTED OF AN ENVIRONMENTAL ASSESSMENT, A CLAY OR COMPOSITE COVER SYSTEM, AND WATER QUALITY MONITORING.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH MEDEP FILE ROOM.","CLOSED IN 1996 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 22 ACRE LANDFILL.  DISPOSAL AREA FOR CANNERY, TANNERY, POTW SLUDGE FROM LATE 50'S-86. 7 DISPOSAL AREAS. SEEPS, STRESSED VEG., STAINED SOILS.  ADJACENT PROPERTY STORES ADANDONED USTS, CONTENTS UNKNOWN. WASTE HAS BEEN LANDFILLED, STOCKPILED, TRENCHED, ETC. MONITORING WELLS DOCUMENT GROUND WATER CONTAMINATION.","POST-1976",44.20348,-70.51953
"FRENCHVILLE LANDFILL",29820,"CLEVELAND RD","FRENCHVILLE","2.5 ACRE LANDFILL CLOSED IN 1982  THE LANDFILL WAS CLOSED PRIOR TO THE ESTABLISHMENT OF THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM IN 1988.  THEREFORE THE CLOSURE PROCEDURE IS UNKNOWN.","CLOSED IN 1982. 2.5 ACRE LANDFILL.   THE LANDFILL WAS CLOSED PRIOR TO THE ESTABLISHMENT OF THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM IN 1988.  THEREFORE THE CLOSURE PROCEDURE IS UNKNOWN.","POST-1976",47.28307,-68.3427
"NEW SHARON LANDFILL",29352,"RTE 134 STARKS RD","NEW SHARON","2 ACRE LANDFILL CLOSED IN 1986 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM.   THE LANDFILL CLOSURE USED THE REGULATION CLOSURE PROCEDURE.  THIS GENERALLY CONSISTED OF AN ENVIRONMENTAL ASSESSMENT, A CLAY OR COMPOSITE COVER SYSTEM, AND WATER QUALITY MONITORING.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH MEDEP FILE ROOM.","CLOSED IN 1986 AS REQUIRED BY THE MEDEP LANDFILL CLOSURE AND REMEDIATION PROGRAM. 2 ACRE LANDFILL.   THE LANDFILL CLOSURE USED THE REGULATION CLOSURE PROCEDURE.  THIS GENERALLY CONSISTED OF AN ENVIRONMENTAL ASSESSMENT, A CLAY OR COMPOSITE COVER SYSTEM, AND WATER QUALITY MONITORING.  SPECIFIC DETAILS FOR CLOSURE OF THIS LANDFILL ARE AVAILABLE THROUGH MEDEP FILE ROOM.CLOSING PLAN DONE BY FERGUS P LEA JR PE SITE IS VERY WELL MAINTAINED  SITE IS CLOSED","POST-1976",44.64184,-70.00618
